account_id,customer_id,product_type,currency,balance,opened_date,closed_date,status
ACC110769,5368,deposit,KZT,3897.1,2026-01-05,2026-04-08,closed
ACC110770,5368,salary,EUR,790538.59,2025-05-04,,active
ACC110771,5369,salary,USD,816362.26,2022-10-12,,active
ACC110772,5370,savings,USD,834267.84,2025-10-10,,active
ACC110773,5370,salary,EUR,40599.6,2026-04-29,2026-04-29,closed
ACC110774,5371,debit,KZT,714223.3,2025-11-25,,active
ACC110775,5372,debit,KZT,316501.16,2025-01-01,,active
ACC110776,5372,debit,KZT,546887.74,2023-10-30,,active
ACC110777,5372,debit,KZT,1151538.17,2024-10-06,,active
ACC110778,5373,salary,USD,256146.26,2024-12-26,,active
ACC110779,5373,salary,USD,756990.6,2025-04-19,,active
ACC110780,5373,salary,EUR,1291241.41,2026-02-08,,active
ACC110781,5374,salary,KZT,44622.25,2024-11-30,2024-12-09,closed
ACC110782,5374,deposit,KZT,795766.63,2024-08-16,,active
ACC110783,5375,debit,KZT,22247.07,2025-07-30,2025-10-28,closed
ACC110784,5375,deposit,USD,110611.46,2025-06-17,,active
ACC110785,5376,savings,KZT,498382.46,2023-07-08,,active
ACC110786,5377,salary,KZT,1424517.22,2025-05-21,,active
ACC110787,5378,savings,USD,1499804.99,2022-08-14,,active
ACC110788,5379,deposit,EUR,544285.4,2025-04-21,,active
ACC110789,5379,deposit,EUR,1062900.71,2023-10-17,,active
ACC110790,5380,debit,KZT,427883.22,2025-09-16,,active
ACC110791,5381,savings,KZT,1240310.58,2026-01-11,,active
ACC110792,5381,savings,EUR,18237.04,2026-03-30,2026-03-31,closed
ACC110793,5381,deposit,KZT,279732.97,2026-03-25,,active
ACC110794,5382,savings,EUR,24020.17,2025-01-07,2026-02-08,closed
ACC110795,5383,debit,KZT,966691.57,2025-09-23,,active
ACC110796,5383,salary,KZT,258776.22,2025-08-03,,active
ACC110797,5384,salary,USD,37997.98,2026-03-05,2026-03-07,closed
ACC110798,5384,salary,KZT,85103.82,2026-04-15,,active
ACC110799,5385,deposit,KZT,963812.49,2024-07-31,,active
ACC110800,5385,deposit,KZT,1469001.71,2023-12-08,,active
ACC110801,5385,debit,USD,1080205.1,2025-06-14,,active
ACC110802,5386,debit,USD,103697.08,2026-03-18,,active
ACC110803,5387,debit,KZT,937235.65,2025-11-25,,active
ACC110804,5387,debit,EUR,1309454.86,2026-01-30,,active
ACC110805,5388,debit,KZT,7883.8,2024-01-29,2025-02-18,closed
ACC110806,5389,deposit,KZT,345424.91,2024-10-25,,active
ACC110807,5389,salary,EUR,8115.55,2024-09-11,2025-10-24,closed
ACC110808,5389,salary,EUR,1338752.92,2023-10-02,,active
ACC110809,5390,deposit,KZT,33274.31,2026-03-01,2026-03-22,closed
ACC110810,5390,deposit,USD,104257.31,2026-04-01,,active
ACC110811,5390,debit,KZT,755801.43,2026-03-22,,active
ACC110812,5391,deposit,USD,1220449.36,2022-10-13,,active
ACC110813,5391,savings,EUR,35519.79,2025-04-03,2026-03-27,closed
ACC110814,5391,savings,KZT,1230885.11,2023-04-15,,active
ACC110815,5392,debit,EUR,43127.59,2024-11-25,2025-10-05,closed
ACC110816,5392,savings,EUR,55660.96,2025-10-25,,active
ACC110817,5393,savings,KZT,567112.12,2024-10-09,,active
ACC110818,5393,savings,KZT,1497688.13,2025-10-21,,active
ACC110819,5394,deposit,EUR,14818.28,2026-03-06,2026-03-12,closed
ACC110820,5395,deposit,KZT,20504.4,2026-03-04,2026-03-06,closed
ACC110821,5396,deposit,USD,41323.29,2022-09-21,2024-03-16,closed
ACC110822,5396,deposit,KZT,314540.27,2024-11-24,,active
ACC110823,5397,savings,KZT,22750.96,2026-03-14,2026-03-28,closed
ACC110824,5398,salary,EUR,230041.73,2026-02-13,,active
ACC110825,5398,debit,EUR,359153.73,2025-05-16,,active
ACC110826,5398,salary,KZT,1318060.91,2023-05-19,,active
ACC110827,5399,deposit,EUR,1235496.3,2026-04-12,,active
ACC110828,5400,debit,EUR,674730.05,2026-04-27,,active
ACC110829,5400,deposit,USD,1482001.66,2026-03-23,,active
ACC110830,5400,salary,EUR,4392.17,2025-10-26,2025-12-10,closed
ACC110831,5401,deposit,KZT,970066.75,2024-04-14,,active
ACC110832,5401,deposit,EUR,9478.14,2025-03-19,2025-11-19,closed
ACC110833,5402,deposit,KZT,852058.57,2025-07-07,,active
ACC110834,5402,savings,USD,1292557.5,2026-04-02,,active
ACC110835,5403,debit,EUR,1109859.27,2026-03-26,,active
ACC110836,5403,savings,EUR,579187.89,2026-02-22,,active
ACC110837,5403,savings,KZT,25818.53,2026-01-10,2026-02-20,closed
ACC110838,5404,salary,KZT,694776.77,2026-02-10,,active
ACC110839,5404,debit,EUR,910100.88,2025-08-29,,active
ACC110840,5405,salary,EUR,1291789.74,2024-08-15,,active
ACC110841,5405,salary,KZT,540208.25,2024-08-15,,active
ACC110842,5406,deposit,USD,844188.49,2025-07-29,,active
ACC110843,5406,debit,EUR,505634.9,2025-08-17,,active
ACC110844,5407,salary,USD,649970.35,2025-12-21,,active
ACC110845,5408,debit,KZT,174227.49,2023-07-04,,active
ACC110846,5408,savings,EUR,1272704.09,2025-08-10,,active
ACC110847,5408,deposit,KZT,1332048.9,2024-02-22,,active
ACC110848,5409,salary,KZT,243727.07,2023-07-07,,active
ACC110849,5410,debit,KZT,19680.16,2025-07-02,2025-11-10,closed
ACC110850,5411,debit,EUR,652324.09,2025-01-21,,active
ACC110851,5412,deposit,KZT,695438.89,2025-08-16,,active
ACC110852,5412,salary,USD,458358.11,2025-08-27,,active
ACC110853,5413,savings,KZT,27014.24,2026-03-12,2026-04-12,closed
ACC110854,5413,debit,USD,294504.63,2026-01-15,,active
ACC110855,5414,salary,KZT,354931.58,2025-06-03,,active
ACC110856,5415,savings,KZT,18283.17,2024-10-09,2025-01-27,closed
ACC110857,5415,salary,USD,351807.77,2025-02-26,,active
ACC110858,5415,savings,KZT,1379054.47,2023-09-16,,active
ACC110859,5416,salary,EUR,392578.56,2024-01-01,,active
ACC110860,5417,deposit,KZT,317500.56,2024-09-19,,active
ACC110861,5417,savings,USD,19873.49,2023-11-10,2023-11-12,closed
ACC110862,5418,deposit,EUR,970915.2,2026-02-12,,active
ACC110863,5419,debit,KZT,132399.53,2024-02-22,,active
ACC110864,5419,debit,USD,2357.32,2025-05-05,,active
ACC110865,5419,salary,KZT,229778.77,2024-10-10,,active
ACC110866,5420,deposit,USD,1200615.2,2024-07-21,,active
ACC110867,5421,deposit,KZT,37555.59,2025-05-05,2025-10-21,closed
ACC110868,5421,debit,USD,27855.66,2024-11-07,2026-04-21,closed
ACC110869,5422,deposit,USD,1074100.81,2022-01-14,,active
ACC110870,5422,salary,KZT,1140620.43,2024-02-05,,active
ACC110871,5422,debit,USD,1063442.78,2022-10-10,,active
ACC110872,5423,salary,KZT,1346086.12,2026-03-25,,active
ACC110873,5423,salary,KZT,590344.22,2026-03-24,,active
ACC110874,5423,deposit,KZT,646718.24,2026-04-15,,active
ACC110875,5424,deposit,EUR,2365.22,2026-03-24,2026-04-07,closed
ACC110876,5425,savings,KZT,40593.64,2026-03-28,,active
ACC110877,5425,savings,KZT,35251.49,2024-01-22,2024-10-13,closed
ACC110878,5426,deposit,KZT,413.4,2026-04-23,2026-04-25,closed
ACC110879,5427,savings,EUR,14287.55,2024-07-07,2024-07-24,closed
ACC110880,5427,deposit,KZT,10684.71,2024-12-18,2025-11-30,closed
ACC110881,5427,savings,EUR,749780.57,2025-09-08,,active
ACC110882,5428,deposit,KZT,1362812.78,2024-09-28,,active
ACC110883,5429,savings,KZT,474825.57,2023-03-15,,active
ACC110884,5430,deposit,KZT,1170000.64,2024-09-29,,active
ACC110885,5430,deposit,EUR,1221226.94,2024-05-11,,active
ACC110886,5431,salary,KZT,919673.02,2023-09-23,,active
ACC110887,5432,debit,KZT,678064.27,2024-08-18,,active
ACC110888,5432,deposit,KZT,1059295.7,2025-07-26,,active
ACC110889,5433,debit,USD,961659.25,2024-04-22,,active
ACC110890,5434,deposit,EUR,215324.5,2025-05-10,,active
ACC110891,5435,savings,KZT,1255942.17,2023-12-13,,active
ACC110892,5435,savings,KZT,429801.26,2024-06-22,,active
ACC110893,5435,salary,USD,1206017.22,2025-08-06,,active
ACC110894,5436,deposit,EUR,1498505.02,2025-01-31,,active
ACC110895,5436,deposit,USD,1414881.84,2026-02-03,,active
ACC110896,5437,savings,KZT,136825.33,2024-05-08,,active
ACC110897,5437,savings,KZT,427380.85,2025-03-25,,active
ACC110898,5438,salary,USD,483447.19,2026-03-28,,active
ACC110899,5439,debit,EUR,467235.3,2025-06-17,,active
ACC110900,5440,savings,KZT,1449415.27,2026-03-28,,active
ACC110901,5440,debit,KZT,1460912.74,2023-08-26,,active
ACC110902,5441,savings,KZT,7722.4,2025-11-05,2026-04-05,closed
ACC110903,5442,savings,KZT,343709.91,2024-12-03,,active
ACC110904,5443,debit,USD,459060.51,2022-05-12,,active
ACC110905,5443,deposit,KZT,679301.11,2025-12-23,,active
ACC110906,5444,savings,KZT,361265.04,2025-09-02,,active
ACC110907,5444,debit,EUR,301560.8,2024-03-04,,active
ACC110908,5444,savings,KZT,1222262.63,2024-06-23,,active
ACC110909,5445,debit,KZT,47310.0,2025-12-21,2026-01-03,closed
ACC110910,5446,debit,KZT,195734.03,2023-09-06,,active
ACC110911,5446,deposit,KZT,38183.9,2024-05-11,2024-06-25,closed
ACC110912,5447,savings,KZT,11009.61,2025-12-17,2026-02-14,closed
ACC110913,5448,salary,KZT,639151.14,2022-06-13,,active
ACC110914,5449,savings,EUR,602059.37,2024-12-16,,active
ACC110915,5449,savings,EUR,550276.75,2024-11-05,,active
ACC110916,5449,debit,KZT,5703.09,2026-01-13,2026-04-02,closed
ACC110917,5450,deposit,EUR,85513.37,2023-06-28,,active
ACC110918,5450,savings,USD,446511.17,2026-03-13,,active
ACC110919,5451,debit,KZT,287070.29,2026-01-16,,active
ACC110920,5451,savings,USD,1470687.3,2026-01-18,,active
ACC110921,5452,salary,KZT,847639.22,2026-03-31,,active
ACC110922,5452,deposit,KZT,455411.79,2026-04-16,,active
ACC110923,5453,savings,KZT,47866.85,2025-08-13,2026-04-10,closed
ACC110924,5454,debit,KZT,41825.78,2022-09-26,2024-09-27,closed
ACC110925,5455,deposit,KZT,1377447.09,2026-03-01,,active
ACC110926,5455,debit,KZT,232834.56,2026-02-18,,active
ACC110927,5455,deposit,USD,1361364.52,2026-03-23,,active
ACC110928,5456,savings,USD,741428.8,2026-01-26,,active
ACC110929,5456,deposit,USD,570272.77,2025-11-15,,active
ACC110930,5456,deposit,USD,1264808.9,2026-02-16,,active
ACC110931,5457,deposit,KZT,469030.09,2024-04-24,,active
ACC110932,5458,debit,KZT,1472814.44,2025-10-05,,active
ACC110933,5459,deposit,EUR,56685.39,2024-09-22,,active
ACC110934,5460,salary,KZT,1446176.26,2024-10-21,,active
ACC110935,5460,deposit,KZT,23559.06,2025-08-07,2025-09-21,closed
ACC110936,5460,deposit,KZT,544235.28,2025-07-11,,active
ACC110937,5461,deposit,EUR,1318202.73,2023-11-18,,active
ACC110938,5462,deposit,KZT,42188.08,2025-08-13,2025-08-26,closed
ACC110939,5463,savings,USD,362859.7,2022-12-12,,active
ACC110940,5463,debit,KZT,726729.41,2023-07-05,,active
ACC110941,5464,savings,EUR,2447.45,2024-11-25,2024-12-06,closed
ACC110942,5464,salary,USD,148310.72,2026-04-29,,active
ACC110943,5465,salary,KZT,133133.26,2022-05-09,,active
ACC110944,5465,savings,USD,311645.87,2025-09-07,,active
ACC110945,5466,deposit,EUR,15357.29,2026-01-08,2026-02-04,closed
ACC110946,5466,salary,KZT,41833.59,2025-11-10,2026-03-21,closed
ACC110947,5466,salary,EUR,30113.36,2025-10-21,2026-01-12,closed
ACC110948,5467,debit,KZT,1422411.45,2022-02-26,,active
ACC110949,5467,salary,KZT,8178.98,2022-09-10,2024-07-14,closed
ACC110950,5467,deposit,USD,180608.98,2023-04-28,,active
ACC110951,5468,debit,KZT,46909.46,2025-05-06,2025-12-10,closed
ACC110952,5469,debit,USD,1393376.13,2024-08-30,,active
ACC110953,5470,savings,KZT,1267034.72,2025-12-17,,active
ACC110954,5470,salary,USD,687835.39,2025-11-02,,active
ACC110955,5471,debit,KZT,45612.58,2025-08-15,2026-03-15,closed
ACC110956,5472,debit,KZT,999542.24,2023-02-01,,active
ACC110957,5473,debit,EUR,151469.48,2026-03-22,,active
ACC110958,5473,salary,EUR,45668.77,2026-04-26,2026-04-26,closed
ACC110959,5473,deposit,KZT,37827.49,2026-03-12,2026-04-27,closed
ACC110960,5474,salary,USD,1068976.04,2022-12-01,,active
ACC110961,5474,deposit,USD,4539.15,2024-04-20,2025-09-29,closed
ACC110962,5475,debit,USD,35979.99,2025-01-03,2025-08-19,closed
ACC110963,5476,deposit,USD,963162.15,2023-03-24,,active
ACC110964,5477,savings,KZT,647546.34,2026-03-25,,active
ACC110965,5477,debit,KZT,14907.69,2026-04-23,2026-04-25,closed
ACC110966,5477,debit,EUR,1388616.12,2026-04-17,,active
ACC110967,5478,savings,KZT,522776.2,2025-12-31,,active
ACC110968,5478,debit,KZT,137099.97,2025-11-07,,active
ACC110969,5479,salary,USD,890768.78,2025-05-26,,active
ACC110970,5479,savings,EUR,18100.59,2026-04-24,2026-04-26,closed
ACC110971,5479,deposit,KZT,13509.11,2024-12-17,2025-12-12,closed
ACC110972,5480,salary,EUR,48304.53,2025-06-03,2026-03-31,closed
ACC110973,5480,salary,KZT,1176522.76,2026-02-23,,active
ACC110974,5480,debit,EUR,1049314.26,2025-09-02,,active
ACC110975,5481,debit,EUR,1317131.78,2022-10-09,,active
ACC110976,5482,deposit,KZT,337492.99,2025-12-25,,active
ACC110977,5482,debit,KZT,17273.73,2025-02-09,,active
ACC110978,5482,deposit,USD,1149827.24,2025-12-21,,active
ACC110979,5483,debit,USD,821673.52,2025-12-09,,active
ACC110980,5484,salary,EUR,838768.21,2025-11-04,,active
ACC110981,5484,salary,USD,1212491.98,2026-04-22,,active
ACC110982,5484,savings,KZT,788633.41,2026-03-08,,active
ACC110983,5485,debit,KZT,47518.7,2025-06-27,2025-08-20,closed
ACC110984,5485,deposit,KZT,774097.0,2025-03-05,,active
ACC110985,5486,savings,EUR,33733.46,2024-08-01,,active
ACC110986,5486,savings,KZT,13475.46,2024-08-03,2025-04-04,closed
ACC110987,5486,deposit,EUR,1325410.33,2024-07-20,,active
ACC110988,5487,savings,KZT,1157475.62,2026-04-15,,active
ACC110989,5487,debit,KZT,726873.22,2026-04-18,,active
ACC110990,5488,deposit,USD,399713.67,2023-12-23,,active
ACC110991,5488,savings,KZT,35765.73,2025-07-03,2026-03-21,closed
ACC110992,5488,salary,EUR,266576.74,2024-01-15,,active
ACC110993,5489,savings,EUR,328801.03,2026-04-04,,active
ACC110994,5490,debit,USD,1975.15,2026-04-11,2026-04-12,closed
ACC110995,5490,debit,KZT,17173.61,2026-04-21,2026-04-26,closed
ACC110996,5491,debit,EUR,297235.13,2024-11-12,,active
ACC110997,5491,savings,USD,22314.15,2026-01-12,2026-03-01,closed
ACC110998,5491,debit,USD,869781.34,2025-04-06,,active
ACC110999,5492,salary,KZT,95129.62,2023-11-03,,active
ACC111000,5492,debit,USD,1303389.52,2024-06-16,,active
ACC111001,5493,savings,KZT,37567.96,2026-02-21,2026-04-18,closed
ACC111002,5494,salary,KZT,411340.51,2024-05-23,,active
ACC111003,5494,salary,EUR,8455.63,2023-05-05,,active
ACC111004,5494,salary,KZT,33467.98,2023-11-11,2025-06-30,closed
ACC111005,5495,deposit,EUR,27828.87,2026-02-22,2026-03-12,closed
ACC111006,5495,salary,USD,946532.39,2025-04-17,,active
ACC111007,5496,salary,KZT,39539.87,2022-09-12,2023-12-05,closed
ACC111008,5497,deposit,EUR,276847.79,2024-06-10,,active
ACC111009,5497,savings,KZT,885765.25,2024-04-25,,active
ACC111010,5497,savings,EUR,29864.59,2024-11-29,2025-01-30,closed
ACC111011,5498,debit,KZT,1104197.57,2025-12-15,,active
ACC111012,5498,savings,KZT,727777.05,2024-10-30,,active
ACC111013,5499,savings,KZT,259212.94,2024-09-13,,active
ACC111014,5499,savings,KZT,42379.34,2025-02-12,2025-07-25,closed
ACC111015,5500,savings,KZT,1287231.96,2025-09-02,,active
ACC111016,5500,salary,KZT,432112.03,2026-02-22,,active
ACC111017,5501,savings,KZT,2797.3,2025-10-04,2026-04-07,closed
ACC111018,5501,debit,KZT,1311855.74,2025-04-27,,active
ACC111019,5501,savings,USD,1338878.77,2026-04-10,,active
ACC111020,5502,salary,USD,28201.14,2024-11-28,2026-01-27,closed
ACC111021,5503,salary,KZT,305862.19,2025-12-19,,active
ACC111022,5503,deposit,USD,1159518.67,2025-10-11,,active
ACC111023,5503,savings,KZT,34965.07,2025-10-20,2026-01-12,closed
ACC111024,5504,savings,KZT,255072.72,2025-01-14,,active
ACC111025,5504,salary,KZT,691647.35,2025-04-16,,active
ACC111026,5504,salary,USD,593805.25,2025-02-23,,active
ACC111027,5505,savings,KZT,1028351.25,2024-07-14,,active
ACC111028,5505,deposit,USD,68539.15,2024-04-16,,active
ACC111029,5505,deposit,EUR,900732.36,2024-12-31,,active
ACC111030,5506,savings,KZT,60071.03,2026-01-12,,active
ACC111031,5506,salary,EUR,1297703.54,2026-02-01,,active
ACC111032,5507,deposit,EUR,1383816.05,2024-09-04,,active
ACC111033,5508,salary,EUR,1030891.28,2022-12-04,,active
ACC111034,5508,salary,EUR,1421986.56,2024-05-06,,active
ACC111035,5509,deposit,KZT,752848.6,2025-12-18,,active
ACC111036,5509,deposit,KZT,859012.47,2025-05-29,,active
ACC111037,5509,salary,USD,13441.5,2025-07-06,2025-10-29,closed
ACC111038,5510,deposit,USD,39890.82,2025-08-10,2025-10-13,closed
ACC111039,5510,salary,USD,1231343.31,2026-03-30,,active
ACC111040,5511,debit,KZT,612988.23,2026-02-01,,active
ACC111041,5512,deposit,USD,40889.49,2023-02-27,2025-02-11,closed
ACC111042,5512,savings,KZT,690659.92,2025-12-17,,active
ACC111043,5512,debit,USD,1023161.62,2024-08-15,,active
ACC111044,5513,debit,EUR,26916.05,2025-08-26,2025-12-09,closed
ACC111045,5513,deposit,KZT,1169309.47,2023-10-07,,active
ACC111046,5514,debit,USD,3428.41,2026-04-12,2026-04-14,closed
ACC111047,5514,savings,USD,47757.76,2024-07-22,2026-02-05,closed
ACC111048,5514,salary,KZT,106762.84,2025-04-10,,active
ACC111049,5515,debit,EUR,21216.62,2024-12-19,2025-05-22,closed
ACC111050,5516,salary,KZT,1288934.86,2026-01-19,,active
ACC111051,5516,savings,EUR,40491.35,2025-11-29,2025-12-25,closed
ACC111052,5517,debit,KZT,1375857.71,2026-02-13,,active
ACC111053,5517,savings,KZT,1423793.96,2026-02-02,,active
ACC111054,5517,salary,EUR,770513.36,2026-04-05,,active
ACC111055,5518,salary,KZT,359018.69,2025-09-21,,active
ACC111056,5518,debit,KZT,415812.35,2026-01-01,,active
ACC111057,5519,deposit,KZT,68816.76,2026-01-03,,active
ACC111058,5520,salary,KZT,42665.46,2025-11-08,2026-04-01,closed
ACC111059,5520,deposit,KZT,565290.55,2024-10-08,,active
ACC111060,5521,savings,EUR,1469183.54,2023-08-26,,active
ACC111061,5521,savings,USD,167889.09,2022-11-30,,active
ACC111062,5522,salary,USD,87717.39,2022-10-14,,active
ACC111063,5522,salary,KZT,508246.24,2026-01-19,,active
ACC111064,5523,deposit,USD,868479.93,2025-05-21,,active
ACC111065,5523,savings,KZT,417392.73,2025-12-08,,active
ACC111066,5523,savings,EUR,1149217.21,2026-03-24,,active
ACC111067,5524,deposit,USD,13034.39,2026-01-11,2026-04-27,closed
ACC111068,5524,savings,USD,295951.39,2025-11-21,,active
ACC111069,5525,salary,KZT,168838.15,2026-02-26,,active
ACC111070,5525,salary,USD,704366.52,2025-08-22,,active
ACC111071,5525,debit,KZT,5326.99,2023-06-12,2025-01-21,closed
ACC111072,5526,salary,KZT,1370961.21,2024-12-16,,active
ACC111073,5526,salary,KZT,473189.82,2025-05-25,,active
ACC111074,5526,deposit,EUR,27139.0,2025-11-07,2026-04-13,closed
ACC111075,5527,savings,USD,31771.42,2026-03-01,2026-03-07,closed
ACC111076,5527,debit,USD,30590.43,2024-01-06,2026-04-16,closed
ACC111077,5528,savings,KZT,1365335.57,2025-11-22,,active
ACC111078,5529,deposit,USD,906406.74,2026-04-14,,active
ACC111079,5530,deposit,KZT,243040.16,2025-08-29,,active
ACC111080,5531,debit,KZT,39072.68,2025-05-18,2025-09-04,closed
ACC111081,5531,savings,KZT,679466.0,2023-01-15,,active
ACC111082,5531,deposit,KZT,26157.38,2025-03-02,2025-11-14,closed
ACC111083,5532,salary,KZT,45837.15,2026-04-09,2026-04-18,closed
ACC111084,5532,salary,USD,1135987.13,2026-04-03,,active
ACC111085,5532,deposit,KZT,357223.39,2026-04-28,,active
ACC111086,5533,deposit,USD,23604.18,2024-09-12,2026-03-21,closed
ACC111087,5533,savings,KZT,343129.06,2024-01-29,,active
ACC111088,5533,salary,USD,3581.04,2025-09-24,2026-03-25,closed
ACC111089,5534,debit,USD,46445.48,2025-10-17,2026-02-07,closed
ACC111090,5535,salary,USD,1259716.66,2024-08-28,,active
ACC111091,5535,salary,KZT,279514.93,2024-01-18,,active
ACC111092,5536,deposit,USD,1251680.07,2026-01-16,,active
ACC111093,5536,salary,KZT,424739.33,2022-12-02,,active
ACC111094,5537,deposit,KZT,338446.99,2024-11-03,,active
ACC111095,5537,salary,KZT,51891.69,2026-01-25,,active
ACC111096,5538,savings,USD,526089.8,2023-04-27,,active
ACC111097,5538,deposit,USD,697787.27,2022-08-07,,active
ACC111098,5538,salary,KZT,30367.98,2025-02-25,2025-04-20,closed
ACC111099,5539,debit,USD,1446334.73,2022-08-24,,active
ACC111100,5540,deposit,KZT,649909.68,2026-01-10,,active
ACC111101,5540,savings,KZT,65011.16,2026-01-20,,active
ACC111102,5541,debit,USD,48210.21,2025-03-01,2025-05-05,closed
ACC111103,5541,savings,KZT,910353.19,2025-09-14,,active
ACC111104,5541,deposit,EUR,230318.15,2022-10-19,,active
ACC111105,5542,debit,KZT,400404.48,2026-03-18,,active
ACC111106,5542,salary,USD,1348958.33,2025-08-31,,active
ACC111107,5543,debit,EUR,676316.89,2025-02-13,,active
ACC111108,5544,savings,KZT,28253.26,2025-11-20,2025-12-19,closed
ACC111109,5544,debit,USD,1071767.91,2025-03-15,,active
ACC111110,5545,savings,KZT,578201.3,2025-11-23,,active
ACC111111,5545,debit,KZT,333839.98,2026-04-19,,active
ACC111112,5546,deposit,KZT,977702.93,2022-08-17,,active
ACC111113,5547,salary,USD,1141629.63,2022-09-11,,active
ACC111114,5548,deposit,USD,348750.45,2025-12-06,,active
ACC111115,5548,savings,EUR,1295071.68,2025-06-22,,active
ACC111116,5549,salary,EUR,164904.63,2026-04-23,,active
ACC111117,5549,debit,USD,49073.76,2026-03-30,2026-04-09,closed
ACC111118,5549,deposit,EUR,669068.48,2025-10-28,,active
ACC111119,5550,deposit,KZT,1383160.49,2026-03-03,,active
ACC111120,5550,salary,KZT,33504.13,2025-12-07,2026-04-12,closed
ACC111121,5550,deposit,EUR,324161.49,2026-01-15,,active
ACC111122,5551,debit,EUR,287117.62,2024-11-10,,active
ACC111123,5551,salary,EUR,505530.04,2025-08-01,,active
ACC111124,5551,debit,KZT,615667.19,2026-03-25,,active
ACC111125,5552,savings,EUR,1436070.76,2025-07-20,,active
ACC111126,5552,debit,EUR,273679.41,2024-10-31,,active
ACC111127,5553,deposit,USD,44250.59,2026-04-15,2026-04-20,closed
ACC111128,5553,deposit,USD,1144535.43,2026-04-03,,active
ACC111129,5553,debit,EUR,9044.41,2026-04-11,2026-04-17,closed
ACC111130,5554,debit,KZT,270469.57,2025-02-22,,active
ACC111131,5554,deposit,USD,258807.38,2022-08-01,,active
ACC111132,5555,savings,USD,809479.48,2025-07-30,,active
ACC111133,5555,debit,KZT,344928.63,2025-10-13,,active
ACC111134,5556,salary,USD,430041.37,2026-03-07,,active
ACC111135,5556,debit,KZT,647293.28,2026-03-18,,active
ACC111136,5556,salary,KZT,928815.36,2026-02-03,,active
ACC111137,5557,savings,KZT,1449421.94,2024-09-22,,active
ACC111138,5558,debit,USD,20668.28,2023-03-23,2023-06-03,closed
ACC111139,5558,deposit,USD,24665.49,2022-03-19,2025-10-14,closed
ACC111140,5558,salary,KZT,236184.65,2022-08-24,,active
ACC111141,5559,savings,KZT,326718.75,2024-06-28,,active
ACC111142,5559,debit,USD,972182.99,2024-08-03,,active
ACC111143,5560,savings,USD,862549.03,2023-04-06,,active
ACC111144,5560,deposit,USD,18378.74,2023-07-06,,active
ACC111145,5560,salary,KZT,274405.53,2023-06-29,,active
ACC111146,5561,debit,KZT,8454.42,2026-01-27,2026-02-12,closed
ACC111147,5561,debit,KZT,16715.13,2026-01-24,2026-04-06,closed
ACC111148,5562,savings,USD,1142347.03,2026-03-09,,active
ACC111149,5563,deposit,KZT,693036.48,2026-04-04,,active
ACC111150,5563,salary,KZT,7811.17,2026-04-02,2026-04-26,closed
ACC111151,5564,savings,USD,565211.1,2024-07-02,,active
ACC111152,5564,savings,KZT,878773.59,2026-01-13,,active
ACC111153,5564,savings,KZT,151548.94,2025-01-21,,active
ACC111154,5565,salary,KZT,62828.64,2022-08-01,,active
ACC111155,5566,debit,KZT,11717.61,2025-12-14,2026-01-28,closed
ACC111156,5567,debit,EUR,967870.39,2024-04-10,,active
ACC111157,5567,salary,EUR,636226.43,2024-05-18,,active
ACC111158,5568,savings,EUR,454570.94,2026-02-08,,active
ACC111159,5568,debit,KZT,1000746.43,2024-10-26,,active
ACC111160,5569,salary,USD,493005.62,2025-12-07,,active
ACC111161,5569,debit,KZT,967921.82,2026-04-11,,active
ACC111162,5569,savings,EUR,76021.2,2026-01-15,,active
ACC111163,5570,debit,EUR,19343.01,2025-07-15,2026-03-14,closed
ACC111164,5570,deposit,KZT,551215.25,2026-04-18,,active
ACC111165,5570,debit,KZT,1321471.45,2026-03-16,,active
ACC111166,5571,salary,USD,23930.24,2023-07-16,,active
ACC111167,5572,savings,KZT,957053.05,2024-12-14,,active
ACC111168,5572,salary,KZT,41334.19,2026-04-22,2026-04-26,closed
ACC111169,5573,savings,KZT,648776.69,2026-03-13,,active
ACC111170,5574,deposit,USD,111535.21,2025-11-16,,active
ACC111171,5574,salary,KZT,32371.79,2025-10-09,2025-12-23,closed
ACC111172,5575,debit,USD,1100016.33,2025-11-05,,active
ACC111173,5575,savings,EUR,321928.84,2025-01-28,,active
ACC111174,5575,deposit,USD,1100449.05,2025-08-28,,active
ACC111175,5576,salary,EUR,920294.42,2024-09-09,,active
ACC111176,5576,salary,KZT,769623.11,2023-09-05,,active
ACC111177,5576,savings,EUR,348772.74,2026-02-06,,active
ACC111178,5577,debit,KZT,30558.62,2025-10-21,2026-04-20,closed
ACC111179,5577,salary,EUR,1207657.24,2022-07-07,,active
ACC111180,5577,savings,USD,221222.98,2023-06-27,,active
ACC111181,5578,deposit,KZT,1388327.06,2026-03-01,,active
ACC111182,5578,salary,EUR,328597.93,2024-10-13,,active
ACC111183,5579,savings,KZT,365485.21,2026-02-13,,active
ACC111184,5580,salary,KZT,1393741.7,2024-12-15,,active
ACC111185,5580,debit,USD,780617.53,2026-03-05,,active
ACC111186,5580,savings,KZT,28430.49,2025-04-29,2025-08-16,closed
ACC111187,5581,debit,KZT,1396965.97,2025-12-01,,active
ACC111188,5581,savings,EUR,83987.02,2025-11-05,,active
ACC111189,5582,deposit,KZT,1058786.82,2023-08-24,,active
ACC111190,5582,debit,KZT,408535.7,2024-12-29,,active
ACC111191,5583,savings,EUR,1215978.65,2026-03-15,,active
